agent_st_pos_x,agent_st_pos_y,agent_end_pos_x,agent_end_pos_y,agent_ini_pos_x,agent_ini_pos_y,agent_id,duration,user_id,round,st_time_relative,end_time_relative,is_optimal,q_value,expected_q_value
1.6,5.7,4.0,4.0,1,5,0,1112,4,1,34.7,35.8,0,1.0,0.0384615384615384
7.5,2.8,5.0,6.0,7,3,0,751,4,1,51.5,52.3,0,1.0,0.0
6.6,7.4,1.0,3.0,6,7,0,847,4,1,62.6,63.4,0,1.0,0.0
1.6,5.3,2.0,6.0,1,4,0,383,4,1,67.4,67.8,1,2.2361000000000004,0.0
3.5,6.3,4.0,6.0,3,6,0,383,4,1,73.2,73.5,0,1.0,0.0
5.5,5.1,7.0,3.0,5,5,0,399,4,1,77.2,77.6,1,1.0,0.0
6.6,3.5,1.0,1.0,6,3,0,847,4,1,82.3,83.1,0,1.0,0.0
1.6,2.4,3.0,2.0,1,1,0,489,4,1,85.3,85.7,0,1.0,0.0
2.6,0.6,1.0,6.0,2,0,0,720,4,1,93.0,93.7,1,1.0,0.0769230769230769
1.8,6.7,3.0,4.0,2,7,0,496,4,1,97.9,98.4,1,1.0,0.0
6.7,5.7,4.0,1.0,7,5,0,928,3,2,1.4,2.3,0,1.0,0.0
4.9,2.0,4.0,7.0,4,1,0,1128,3,2,3.1,4.3,0,1.0,0.0
4.8,7.3,1.0,4.0,4,7,0,796,3,2,5.0,5.8,1,1.0,0.0
1.9,4.7,3.0,1.0,1,4,0,1024,3,2,6.5,7.5,1,1.0,0.0
3.7,1.4,7.0,4.0,3,1,0,984,3,2,8.0,9.0,0,1.0,0.0769230769230769
7.3,4.9,3.0,1.0,7,4,0,991,3,2,9.8,10.8,0,1.0,0.0
3.9,1.5,2.0,0.0,3,1,0,792,3,2,11.5,12.3,0,1.0,0.0769230769230769
2.7,0.6,0.0,1.0,2,0,0,744,3,2,12.8,13.6,0,1.0,0.0
0.7,1.8,1.0,4.0,0,1,0,936,3,2,14.2,15.1,1,1.0,0.0
1.4,3.9,4.0,3.0,1,4,0,896,3,2,16.1,17.0,1,1.0,0.0
