agent_st_pos_x,agent_st_pos_y,agent_end_pos_x,agent_end_pos_y,agent_ini_pos_x,agent_ini_pos_y,agent_id,duration,user_id,round,st_time_relative,end_time_relative,is_optimal,q_value,expected_q_value
4.6,4.4,5.0,4.0,4,4,0,450,10,5,24.1,24.5,0,1.0,0.0277777777777777
4.6,3.4,6.0,5.0,4,3,0,773,10,5,26.9,27.7,0,1.0,0.0555555555555555
7.1,5.6,5.0,5.0,6,5,0,563,10,5,28.9,29.5,0,1.0,0.0
5.1,5.8,4.0,6.0,5,5,0,517,10,5,30.2,30.8,1,1.0,0.1111111111111111
4.1,6.6,5.0,4.0,4,6,0,689,10,5,31.8,32.5,0,1.0,0.0
5.6,4.9,6.0,4.0,5,4,0,420,10,5,33.5,33.9,0,1.0,0.0555555555555555
6.0,4.6,4.0,4.0,6,4,0,561,10,5,34.6,35.2,0,1.0,0.0555555555555555
4.4,4.7,3.0,2.0,4,4,0,684,10,5,35.8,36.5,0,1.0,0.0277777777777777
3.6,2.8,2.0,2.0,3,2,0,465,10,5,37.2,37.6,1,1.0,0.1111111111111111
2.8,2.4,2.0,1.0,2,2,0,435,10,5,38.7,39.1,1,-0.7,0.1111111111111111
2.6,1.6,1.0,1.0,2,1,0,382,10,5,39.8,40.2,0,1.0,0.0555555555555555
1.9,1.5,1.0,2.0,1,1,0,421,10,5,40.9,41.3,0,1.0,0.0277777777777777
1.7,2.3,1.0,3.0,1,2,0,388,10,5,41.9,42.3,0,1.0,0.0555555555555555
1.7,3.5,2.0,3.0,1,3,0,315,10,5,42.9,43.3,1,1.0,0.1111111111111111
3.5,4.2,5.0,4.0,2,3,0,519,10,5,45.3,45.8,0,2.69,0.0277777777777777
5.8,4.1,6.0,4.0,5,4,0,362,10,5,46.8,47.2,0,1.0,0.0
6.7,4.7,4.0,5.0,6,4,0,728,10,5,48.3,49.0,0,1.0,0.0277777777777777
4.6,5.3,4.0,6.0,4,5,0,432,10,5,50.0,50.4,0,1.0,0.0555555555555555
4.7,6.2,6.0,6.0,4,6,0,787,10,5,51.2,52.0,1,-0.7,0.1111111111111111
6.5,6.5,5.0,4.0,6,6,0,788,10,5,52.7,53.5,0,1.0,0.0555555555555555
5.3,4.3,2.0,1.0,5,4,0,539,10,5,54.4,54.9,0,0.89,0.0277777777777777
